,title,views
453,"""버튜버 아이돌 로나로나땅""",1
454,"""우리집 애완동물 자랑하기""",1
455,"""우리집 애완동물 자랑하기""",1
456,"""복날기념 흑삼계탕면""",1
457,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 3부""",1
458,"""앵그리펄 챌린지""",0
459,"""침&펄과 함께하는 전략삼국지게임 (진삼국대전2)""",0
460,"""차돌짬뽕 로고와 호날두 개체수 줄이기""",0
461,"""치즈는 굳고, 떡은 많고, 코에이는 비싸고""",0
462,"""괴상한 코믹스 캐릭터 월드컵""",1
463,"""적과 한 팀이 되면 일어나는 일""",1
464,"""침수의 돈까스 도시락 먹방 (in 지스타)""",0
465,"""신기한 버거케이크""",0
466,"""돌아온 고마운 최고민수""",1
467,"""포르쉐 쇼핑""",1
468,"""독기 가득 충전해온 주호민""",1
469,"""시청자 방 훈수하기""",1
470,"""침펄놈 vs 가루바위 트로그 - 침펄놈의 대모험 3화""",0
471,"""차 파는 놈, 사는 놈, 훼방놓는 놈""",0
472,"""침빠곽 여행 가고 싶은 나라 순위 정하기""",1
473,"""【마블삼국지】 2화 - 병궈의 대기업 원술군 Vlog""",0
474,"""어우 듣기좋아~ 중독적인 CM송 월드컵""",1
475,"""결국 이기는 호랑이 치킨""",0
476,"""【침X펄X풍】 가장 먹고 싶은 고기는? 고기 종류 아시안컵""",0
477,"""【침&펄】 듣기 좋은 침착맨 노래 월드컵 (소음주의)""",0
478,"""납량특집 극혐 요괴 월드컵""",1
479,"""【침터뷰/윤태진 편】 1부 - 나 미스 춘향이야 (with 배성재 아나운서)""",1
480,"""패티가 4장, 혈관 파괴 버거킹 스태커4 먹방""",1
481,"""대항해시대 4 | 제22화 침 알고트, 너 이리 와서 좀 앉아봐라""",0
482,"""유사과학 월드컵 (이과답답주의)""",1
483,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 5부(完)""",0
484,"""나는 푸드파이터다""",1
485,"""나라가 허락한 대마커피""",0
486,"""원래는 안 하려고 그랬는데 너네들 때문에 그러는 거야""",1
487,"""【하스스톤/전장】 짬통 교수님의 제자 얍얍 개인교습""",0
488,"""파랜드 택틱스 | 제7화 남자의 고집""",0
489,"""【하스스톤】 울둠의 빡대가리, 침착맨 실수 모음집""",0
490,"""고로고아(Gorogoa) | 일러스트가 아름다운 4컷 퍼즐 게임""",0
491,"""만화 H2 명장면 월드컵 (with 배성재, 박선영)""",0
492,"""김성모 유니버스 명장면 월드컵 128계단이다?""",1
493,"""일이 손에 안 잡히는 전무님""",1
494,"""코딩 도전""",1
495,"""【하스스톤】 울둠의 구원자 기념 투기장 12승 강의""",0
496,"""침착맨의 현재 몸 상태""",1
497,"""침착맨 삼국지 동탁전""",1
498,"""'로켓 과학' 특강 | 제2부 NASA와 VSVN""",1
499,"""스트리머 30명 앞에서 노래 부르기""",0
500,"""원피스 '밀짚모자 일당', 반으로 줄여야...""",1
501,"""로제떡볶이가 유행이라고?""",1
502,"""침착맨은 정말로 금연 중인가?""",1
503,"""마블 퓨처 레볼루션 (MARVEL Future Revolution) | 마블 영웅들과 세계를 구하자""",0
504,"""본격 세팅 방송 ""1픽셀의 사나이""""",0
505,"""한국과자와 일본과자 비교하기 (with 공혁준)""",1
506,"""돌아온 침투부 인트로 월드컵""",0
507,"""포르쉐 쇼핑""",1
508,"""제1회 전장 으깨기리그""",1
509,"""김치찜 먹방과 아저씨 이야기""",1
510,"""위플래쉬 (Whiplash, 2014) 감상회 (with 주호민)""",0
511,"""들어가고 싶은 원피스 해적단 월드컵""",1
512,"""멸종 동물(滅種動物)을 알아보자""",1
513,"""전투기 쇼핑""",1
514,"""금연과 흡연부스에 대해""",1
515,"""한국과자와 일본과자 비교하기 (with 공혁준)""",1
516,"""애니속 최고의 명언 월드컵""",1
517,"""대항해시대 2 | 제7화 배장사는 돈이 된다""",0
518,"""계속되는 토크와 야추다이스 대결""",1
519,"""갈로아 님과 아무 곤충말 대잔치 (라이트버전)""",1
520,"""솔로몬의 72악마 설명회""",1
521,"""이건 못 참아""",0
522,"""【다이어트 먹방】 떡라면 & 나이 차이 나는 연애상담""",0
523,"""무한으로 즐겨요 명륜침착갈비""",1
524,"""침착맨 가족 그림 그리기""",0
525,"""편식할 수 있는 용기""",1
526,"""모험모드 8크툰, 크툰님 준비됐죠? 오께이~""",0
527,"""침착맨 없는 침착맨 월드컵""",1
528,"""【침펄풍심 TRPG】 크툴루의 부름: 호질 (미완성 종료)""",1
529,"""침펄풍 연애특강""",1
530,"""원피스 캐릭터 총출동! 원피스 최강자 월드컵 256강""",1
531,"""애니속 최고의 명언 월드컵""",1
532,"""가장 아름다운 로고 월드컵""",1
533,"""주식 하나도 모르는 침착맨의 주식 이론""",1
534,"""라면과 가장 잘 어울리는 짝꿍 월드컵""",1
535,"""요트 쇼핑""",1
536,"""TRPG: 호미니아 탐험대 - 06화 드루이드를 찾아서""",0
537,"""주총맨의 JYP 주가 떡상 비책 (+트와이스와 방송 일화)""",0
538,"""가장 아름다운 로고 월드컵""",1
539,"""진짜 아빠를 찾아라!""",1
540,"""리버스 블랙기업""",1
541,"""이게 왜 진짜? 월드컵""",1
542,"""그때 그시절 추억의 불량식품 월드컵""",0
543,"""라면과 가장 잘 어울리는 짝꿍 월드컵""",1
544,"""【침펄풍심 TRPG】 크툴루의 부름: 호질 (미완성 종료)""",1
545,"""자식 이기는 부모가 있다?!""",1
546,"""침착맨 노래방 | '나와 같다면' 외 6곡""",0
547,"""침펄인물사전 | 4장 이사배 편""",1
548,"""옾카페 시즌 종료 (그동안 감사했습니다)""",0
549,"""로제떡볶이가 유행이라고?""",1
550,"""싱글벙글 60人 사이버 운동회 - 폴 가이즈""",0
551,"""3박 4일 경주 여행기""",0
552,"""침펄인물사전 | 4장 이사배 편""",1
553,"""침착맨이 노래 부르면 게임이 클리어된다 【원핸드클래핑】""",0
554,"""【다이어트 먹방 - 침X펄】 도시락 & 예능 오브 더 스톰""",0
555,"""2021년은 어땠나? 2022년은 어떨까?""",1
556,"""【침터뷰/윤태진 편】 2부 - 쭉쭉 쏙쏙 쫙쫙  (with 배성재 아나운서)""",1
557,"""바바리안 러블리즈S2비첸향의 모험""",0
558,"""가장 열받는 주호민 월드컵""",1
559,"""희대의 라이벌 월드컵""",1
560,"""2020 배도라지 25시간 MT | 5-2부 마피아 게임 (의사연합의 반격)""",0
561,"""침착맨 없는 침착맨 월드컵""",1
562,"""【배도라지추석특집】 '포트리스2' ^_^화룍전 @▽@매너필수""",0
563,"""회덮밥 먹으며 떠나는 먼나라 이웃나라 동남아시아""",0
564,"""【Home Sheep Home】 아기자기한 양 탈출 게임 #2(끝)""",0
565,"""김성모 & 박태준 작가 초대석""",1
566,"""'침착맨팀 vs 주펄팀' 배도라지 카트러쉬+ 그랑프리""",0
567,"""주호민 머리 면도하기, 침착맨 수염 면도하기 대공개 (with 도루코)""",0
568,"""【침펄풍】 세상은 넓다! 가고 싶은 여행지 월드컵""",1
569,"""리틀 나이트메어 1 | DLC 제3화 아오오니 석상 퍼즐 맞추기 ~끝~""",0
570,"""【블리즈컨 2019】 네 남자의 인앤아웃 햄버거 먹방""",0
571,"""G식백과 김성회 님 트로피 제작 & 수여식""",0
572,"""【팬게임:병거니우스의 대모험】 3화 - 고블린 던전 탐험""",0
573,"""키위 괴담 설명회""",0
574,"""부드러워진 돌빵""",1
575,"""【침&펄 디아블로3 하드코어 대작전】 5막 - 영혼을 거두는 자""",0
576,"""절대 따라하면 안되는 담배 피우는 법""",0
577,"""김성모 유니버스 명장면 월드컵 128계단이다?""",1
578,"""일하면서 침투부 보면 안 되는 이유""",1
579,"""건강한 육체에 건강한 정신""",0
580,"""그 시절 쉐보레 이야기""",0
581,"""침투부컨 2020: 침투부의 미래를 엿보는 시간""",0
582,"""제로떡볶이는 가능한가""",1
583,"""예비 아빠 김풍 작가님 육아용품 쇼핑""",1
584,"""대항해시대 할 자격 있는 사람""",0
585,"""【침&펄】 MBC '침착한 주말'이 끝나고""",0
586,"""침&펄 청와대 구경하기""",1
587,"""써브웨이 전문가""",0
588,"""켄타우로스에 관한 고찰""",1
589,"""하이큐 딱히 좋아하지 않는 사람""",1
590,"""【침펄풍】 오랜만에 오신 풍 횐님과 근황토크""",0
591,"""수요 없는 공급""",1
592,"""롤 비하인드 토크 - 범인 찾기""",0
593,"""【옛날옛적에 - 침X펄X풍】 입 털어야 이기는 보드게임""",1
594,"""칭찬양파 vs 비난양파 키우기""",1
595,"""과학으로 본 켄타우로스 바지 입는 법""",1
596,"""nan""",0
597,"""웃음꽃 피어나는 배도라지""",0
598,"""침착맨의 1픽은? 동물의 숲 주민 월드컵 512강""",0
599,"""【하스스톤/투기장】 사제 고급반 강의 - 침착하게 필드 뺏어오기""",0
600,"""이말년 만화캐릭터가 총출동한 모바일게임 (사전체험판)""",0
601,"""'무협의 과학' 특강 | 주변에서 찾아보는 무협의 과학""",1
602,"""링피트로 괴로워하는 침착맨 구경하기""",0
603,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 4부""",1
604,"""아케인 (Arcane, 2021) 감상회""",0
605,"""낭만과 사랑 가득한 육중완 밴드 초대석""",0
606,"""떡볶이로 식사가 될까?""",1
607,"""명품전문가 염따 님의 Flex 설명회""",1
608,"""금연이 방송에 미치는 도르""",1
609,"""【다이어트 먹방】 랜덤박스 & 무엇이든 물어보세요""",0
610,"""【메이플스토리】 '슈미의 동전' 정복하기 풀영상 (feat. 철면수심)""",1
611,"""가장 열받는 주호민 월드컵""",1
612,"""떡볶이로 식사가 될까?""",1
613,"""대학원 다니는 부엉이""",1
614,"""페퍼로니 피자와 피카츄 회""",0
615,"""금착맨의 골드 자부심""",1
616,"""치킨(Gallus gallus domesticus) 설명회""",1
617,"""주호민 칭따오 CF에 관련된 숨은 뒷배경 (말년만 빼고)""",0
618,"""침착맨의 방송세팅을 알아보자""",1
619,"""【침펄풍】 눈쌀 찌푸려지는 튜닝카는? 극혐 양카 월드컵""",0
620,"""멸종 동물(滅種動物)을 알아보자""",1
621,"""아저씨가 되면 변하는 것""",1
622,"""【다이어트 먹방 - 침X펄】 초밥과 놀이공원 이야기""",0
623,"""블랙기업과 블랙케이크""",0
624,"""【침터뷰/윤태진 편】 1부 - 나 미스 춘향이야 (with 배성재 아나운서)""",1
625,"""시청자가 알려주는 탁구 설명회""",1
626,"""삼국지14: 공손찬전 - 1화 역경에 내려오는 전설""",0
627,"""우리집 애완동물 자랑하기""",1
628,"""【침X펄이 간다!】 '신과함께 포스터' 직접배송 이벤트 개최""",0
629,"""김치찌개는 원래 하얗다""",1
630,"""신성모독이다! 최악의 치킨 월드컵""",0
631,"""침착맨과 함께 용산역에서 시간 죽이기""",0
632,"""짜장면과 깐풍기""",1
633,"""이카리 신지처럼 행동하는 법""",1
634,"""원펀데이 (1년중 하루, 죽빵을 한 대 때릴 수 있는 날)""",0
635,"""침착맨의 현재 몸 상태""",1
636,"""주변에서 만날 수 있는 고대 이집트 3편""",1
637,"""과학으로 본 주호민의 재즈""",1
638,"""침착맨의 전당포: 구입한 중고 물품 개봉합니다""",1
639,"""신정민 해설과 시공을 추억하며""",0
640,"""쏘영이 입 댓 발 나온 이야기""",0
641,"""금연과 흡연부스에 대해""",1
642,"""【침&펄 디아블로3 하드코어 대작전】 3막 - 죄악의 군주""",0
643,"""상업유튜버와 팝업유튜버""",0
644,"""희대의 라이벌 월드컵""",1
645,"""침투부 회사 사옥 쇼핑""",0
646,"""아내가 사 준 멕시칸 샐러드의 맛 【다이어트 먹방】""",0
647,"""(배불러도 남기지)마라샹궈""",0
648,"""LA 겐지""",0
649,"""복날기념 흑삼계탕면""",1
650,"""【침펄풍】 김풍 회원님의 대만여행기와 김치찌개 【다이어트 먹방】""",0
651,"""전투기 쇼핑""",1
652,"""파랜드 택틱스 | 제2화 파국""",0
653,"""삼국지14: 공손찬전 - 9화 하북의 지배자 공손찬""",0
654,"""더 나은 로고를 위하여""",0
655,"""'유사과학' 특강 | 제1부 유사과학에 관한 몸풀기 퀴즈""",1
656,"""(함부로 먹지)마라탕""",0
657,"""천하제일 핵노맛 채소 월드컵""",1
658,"""오징어 게임 (Squid Game, 2021) 감상회""",1
659,"""꽁치가처넌의 멸망의 노래!""",0
660,"""【블리즈컨 2019】 1일차의 해가 떴습니다 '버스킹도 했다고?'""",0
661,"""요트 쇼핑""",1
662,"""주변 인물로 삼국지 장수 만들기""",1
663,"""피곤한 사람""",0
664,"""보석털이 브이로그""",1
665,"""음모론 & 미스터리 월드컵""",1
666,"""서울놈들아 약속 장소는 사당으로""",1
667,"""'공포의 과학' 특강 | 제2부 시청자 사연 분석""",1
668,"""택배 까면서 타로카드 점 보기""",1
669,"""세 명인데 피자 한 판만 시켜버림""",1
670,"""초록뱀 그리고 반란매매법""",0
671,"""자낳대 우승 기념, 재넌지원금 팀 회식""",0
672,"""침&펄 청와대 구경하기""",1
673,"""히오스 리바이벌 시즌5 이벤트전 배도라지 연습 (Coach 신정민)""",0
674,"""어린이들이 웃을 수 있었던 공간, 고구마언덕을 추억하며""",0
675,"""리틀 나이트메어 1 | 제2화 쌍둥이 요리사""",0
676,"""가장 열받는 주호민 월드컵""",1
677,"""가장 열받는 주호민 월드컵""",1
678,"""궁극적 인 야생 동물 도전이다 【야생동물 스포츠의 날】""",0
679,"""【침&펄 디아블로2 하드코어 대작전】 Act 2: 두리엘 (完)""",0
680,"""김도 형님 생일 기념 그림 선물""",0
681,"""들어가고 싶은 원피스 해적단 월드컵""",1
682,"""침착맨 노래방 | 추석 특집 '순정' 외 10곡""",0
683,"""택배 까면서 타로카드 점 보기""",1
684,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 1부""",1
685,"""신기한 과자 시식회""",1
686,"""일일DJ 김풍의 세계 최강 괴식 월드컵""",1
687,"""TNGT와 함께하는 침착맨 패션쇼 (with 짱구대디)""",0
688,"""【침&펄】 빠지면 뭔가 서운해! 홍철 없는 홍철팀 음식 월드컵""",1
689,"""【다이어트 먹방 - 침X펄X풍】 아기, 나무위키 그리고 맥도날드""",0
690,"""나도 모르게 철이와 이완보 그리기 - 증명그림 그려드립니다 4화""",0
691,"""침&펄 청와대 구경하기""",1
692,"""【왕날편】 20/02/27 ""칠당팔락"" 7시간 자면 붙고 8시간 자면 떨어진다""",0
693,"""추악한 촉나라의 이중성""",1
694,"""홍콩 우육탕면과 보약 이야기""",0
695,"""【침터뷰/윤태진 편】 1부 - 나 미스 춘향이야 (with 배성재 아나운서)""",1
696,"""원래는 안 하려고 그랬는데 너네들 때문에 그러는 거야""",1
697,"""침펄인물사전 | 6장 박진주 편""",0
698,"""자식 이기는 부모가 있다?!""",1
699,"""【하스스톤/투기장】 까마귀의 해 종강, 성기사 12승 강의 #2""",0
700,"""라이엇 신작 카드게임 【레전드오브룬테라】 맛보기""",0
701,"""계속 보니 정드는 못생긴 자동차 월드컵""",1
702,"""【트-짜】 풍X옥X침X철 4인이 펼치는 섯다 끝장승부""",0
703,"""【침착맨X주호민】 맥도날드가 좋은 이유""",0
704,"""침&펄 팬아트 감상회""",1
705,"""생방송은 어떻게 해야 할까""",0
706,"""왜 웹툰 작가들은 카페를 차릴까?""",1
707,"""블랙치킨과 그레이기업""",0
708,"""고기동 호민촌 주민 월드컵""",0
709,"""금연이 방송에 미치는 도르""",1
710,"""현실까지 넘어 온 인터넷 신조어 월드컵""",1
711,"""진짬뽕과 진짜장을 비교해 봤습니다""",0
712,"""혈관 폭발시키는 버거킹 신메뉴""",1
713,"""1700만원 아반떼 vs 4000만원 아반떼""",1
714,"""실버 솔랭에서 오더라는 것을 해봄""",1
715,"""침착맨이 각 잡고 드립치면?""",0
716,"""포켓몬 괴담과 검은 닌텐도""",1
717,"""2021년은 어땠나? 2022년은 어떨까?""",1
718,"""풍형의 추억과 함께하는 맘스터치 먹방""",1
719,"""일일DJ 김풍의 세계 최강 괴식 월드컵""",1
720,"""귤 국밥""",0
721,"""2020 배도라지 25시간 MT | 잡담 모음집""",0
722,"""더 놀라운 이왜진? 월드컵""",1
723,"""GALAX배 배도라지 전장 으깨기 인비테이셔널 4주차""",0
724,"""명품시계 쇼핑""",1
725,"""쏘영이랑 눈 오는 날에""",0
726,"""【왕날편】 19/08/29 침착맨의 도를 아십니까 퇴치법""",0
727,"""【츄첼】 아기자기하게 기괴한 정신병 어드벤처 #2(완)""",0
728,"""【침X펄X풍 TRPG】 병거니우스의 모험 오프닝""",0
729,"""3초간 눈 마주쳤을 때 싸움을 피하는 법""",1
730,"""소소하게 싸움나는 음식 먹는 방법 월드컵""",1
731,"""미연시의 탈을 쓴 다큐멘터리""",1
732,"""침착맨의 호캉스""",0
733,"""우주먼지 콜라로 만든 수육""",1
734,"""바로 옆에서 영문도 모르게 당한 최현우의 대마법쇼 (feat 전범석 마술사)""",0
735,"""은행나무(Ginkgo biloba)를 알아보자""",0
736,"""前 CJ 블레이즈 서포터, 現 TSM 코치 러스트보이 랜선 침터뷰""",0
737,"""파랜드 택틱스 | 제1화 여행""",0
738,"""『아직 최선을 다하지 않았을 뿐』 침펄풍 드라마 리뷰""",0
739,"""침착맨이 타고 다닐 자동차 쇼핑""",1
740,"""어우 듣기좋아~ 중독적인 CM송 월드컵""",1
741,"""【다이어트 먹방】 냉부 대기실에서 가져온 샌드위치""",0
742,"""항상 놀 계획을 짜는 게 가장 재밌다""",1
743,"""저 멀리 김포에서 음향 고치러 오신 승우아빠 (+스트리머 얼굴 그리기)""",1
744,"""진짜 고수는 소통하며 게임한다""",0
745,"""차돌짬뽕 청문회""",1
746,"""눈이 나빠질 거 같은 라면""",0
747,"""대항해시대 4 | 제14화 보물찾기""",0
748,"""마스크 (The Mask, 1994) 감상회 (with 김풍)""",0
749,"""전투기 쇼핑""",1
750,"""금연과 흡연부스에 대해""",1
751,"""실제 남매가 알아본 남매 패고 싶은 순간 월드컵""",1
752,"""그냥콜라 vs 제로콜라""",0
753,"""알기 쉽게 떠먹여주는 LOL 서포터 기초 강의""",1
754,"""【왕날편】 19/08/26 청취자 연결 운세특집 '침착한 철학관'""",0
755,"""【좋은피자 위대한피자】 피자맨의 뒷목식당""",0
756,"""함께 먹으면 더 맛있는 부대찌개""",1
757,"""배도라지 | 더 포레스트 (The Forest) | 아저씨들 숲 속 생존게임""",0
758,"""반교(返校) | 제3화 졸업이라는 석방을 기다린다... ~끝~""",0
759,"""【하스스톤/모험】 달라란 침공 1화 - 마법사 라카니슈""",0
760,"""수염용 전기면도기 쇼핑""",0
761,"""'양자역학' 특강 | 제2부 파동 침착맨과 입자 침착맨""",1
762,"""사이버펑크를 더 안하는 이유""",1
763,"""나루토를 보려는 이유""",0
764,"""【하스스톤/투기장】 울둠팩 주냐? 침착맨의 투기장 승수는?""",0
765,"""【왕날편】 19/09/17 맞방귀를 뀔 수도 있어""",0
766,"""【다크 세라핌】 10화 - 지하신전 진입""",0
767,"""침빠곽 여행 가고 싶은 나라 순위 정하기""",1
768,"""로제떡볶이가 유행이라고?""",1
769,"""【하스스톤/모험】 달라란 침공 3화 - 사냥꾼 늙은 들창눈 #1""",0
770,"""리버스 블랙기업""",1
771,"""【다이어트 먹방 - 침X펄X풍】 곤란한 질문 이야기와 초밥""",0
772,"""【LOL】 시공을 등지다! 돌아온 번개오소리""",0
773,"""최악의 음식 조합 월드컵""",1
774,"""침착놈, 지옥마 출고 기념 떼빙하기 - 침펄놈의 대모험 16화""",0
775,"""아빠들의 수다""",1
776,"""환장의 호흡, 재넌지원금 팀 '휴먼 폴 플랫' 합방""",1
777,"""오랜만에 침착맨 팬아트 감상하기""",0
778,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 3부""",1
779,"""켄타우로스에 관한 고찰""",1
780,"""【月刊 침착맨】 1월 하이라이트""",0
781,"""파랜드 택틱스 | 제3화 증오의 뒤편에""",0
782,"""2021년은 어땠나? 2022년은 어떨까?""",1
783,"""침&펄이 제작하고 싶은 영화 장르 월드컵""",1
784,"""호크아이 슨배임 좀 챙겨라""",1
785,"""코딩 도전""",1
786,"""인싸들 먹거리 탐구시간""",1
787,"""어린이날 아빠와 놀아주는 딸이 있다?!""",0
788,"""대항해시대 4 | 제5화 발데스, 내 사과 좀 받아줘잉""",0
789,"""헤드폰 쇼핑""",0
790,"""【왕날편】 19/10/17 침착맨은 말 안 들어요 (From.쏘영마미)""",0
791,"""쉽게 질리는 음식 월드컵""",1
792,"""팬아트 감상회 (주호민 아저씨 열받을 팬아트 多)""",0
793,"""전투기 쇼핑""",1
794,"""【왕날편】 19/08/15 침착맨의 못된 댓글 읽기""",0
795,"""나도 먹어본다 차돌짬뽕""",1
796,"""포켓몬 괴담과 검은 닌텐도""",1
797,"""대항해시대 4 | 제23화 카밀과의 재회""",0
798,"""라면계의 평양냉면""",1
799,"""환장의 호흡, 재넌지원금 팀 '휴먼 폴 플랫' 합방""",1
800,"""상남자특) 순댓국 특 먹음""",1
801,"""침펄풍과 폴가이즈""",1
802,"""【침터뷰/따효니 편】 2부 - 드래곤볼과 삼국지 이야기""",0
803,"""카레 먹방과 주식 근황""",0
804,"""혈관 폭발시키는 버거킹 신메뉴""",1
805,"""'공포의 과학' 특강 | 제2부 시청자 사연 분석""",1
806,"""추석맞이 뛰어서 '다르나서스' 귀성길 - 침펄놈의 대모험 6화""",0
807,"""보석털이 브이로그""",1
808,"""참 나""",0
809,"""삼국지14: 공손찬전 - 10화(完) 천하의 지배자 공손찬""",0
810,"""침&펄 팬아트 감상회""",1
811,"""팔면 얼마까지 가능?""",0
812,"""【Poker】 '침착맨 vs 임요환 선생님' 길바닥포커 6인 매치""",0
813,"""김치볶음밥 & 영천할매 된장찌개""",0
814,"""【침X펄X풍 TRPG】 던전월드 6화 - 급식소 습격사건""",0
815,"""집구석 언택트 세계여행""",0
816,"""대항해시대 2 | 제6화 해적왕 '병건 페레로'""",0
817,"""대항해시대 4 | 제26화 향신료 셔틀""",0
818,"""【메이플스토리】 '슈미의 동전' 정복하기 풀영상 (feat. 철면수심)""",1
819,"""침착맨이 좀비 세상에서 살아남는 방식 - 좀비 아포칼립스 테스트""",0
820,"""끝없는 수다삼매경""",1
821,"""집에서 간단하게 한 끼 때우기""",0
822,"""명품옷 쇼핑""",0
823,"""넉살 & 던밀스 초대석""",0
824,"""문어(Octopus)를 알아보자""",0
825,"""영리메 - 15화 연주 전투 / 16화 고성 전투""",0
826,"""【침펄풍심 TRPG】 크툴루의 부름: 호질 (미완성 종료)""",1
827,"""시청자 방 훈수하기""",1
828,"""순두부는 왜 뚝배기에 나와야 하는가?""",1
829,"""침&펄이 제작하고 싶은 영화 장르 월드컵""",1
830,"""【다이어트 먹방 - 침X펄】 탕수육 올바르게 먹는 법""",0
831,"""【옛날옛적에 - 침X펄X풍】 입 털어야 이기는 보드게임""",1
832,"""'유사과학' 특강 | 제1부 유사과학에 관한 몸풀기 퀴즈""",1
833,"""친구끼리 투명레이어 맨투맨 맞춰 입기""",0
834,"""식욕을 떨어뜨려 밥을 지키는 밥경찰 반찬 월드컵 (with 진용진)""",0
835,"""마우스 쇼핑: 애기를 찾아서""",0
836,"""2년만에 다시 맛보는 로스트아크""",0
837,"""침착맨의 사실주의 그림은 어떤 모습일까?""",0
838,"""합법적으로 침착맨 까고 주호민 팰 수 있는 게임 - 베어너클4 (with. 주호민)""",0
839,"""침&펄 청와대 구경하기""",1
840,"""【왕날편】 20/03/12 무(無)에서 시작되는 행복창출""",0
841,"""지도와 함께 보는 서울(Seoul) 설명회""",1
842,"""택배 언박싱 & 무협지 이야기 (고덕HUB 첫 개시)""",0
843,"""【침&풍】 옾카페 신메뉴 '맵매밥 & 아라게리따' 시식""",0
844,"""삼국지14: 공손찬전 - 7화 희미해지는 공손찬군 DNA""",0
845,"""이젠 공성도 비스포크로""",1
846,"""여자 친구랑 생리현상을 언제 트나요?""",0
847,"""어우 듣기좋아~ 중독적인 CM송 월드컵""",1
848,"""【침착맨】 무엇이든 물어보세요 시청자 상담소""",0
849,"""육개장과 조삼모사 보쌈""",0
850,"""【침터뷰/슈카 편】 1부 - WOW 공대장 출신 경제 유튜버""",1
851,"""PC방과 흡연시설에 대한 이야기""",0
852,"""아서 해로우는 해로운가? '문나이트' 릴레이 랜선 GV 6회""",1
853,"""'로켓 과학' 특강 | 제2부 NASA와 VSVN""",1
854,"""침&펄 팬아트 감상회""",1
855,"""대항해시대 4 | 제17화 토마토 붐은 온다""",0
856,"""무한으로 즐겨요 명륜침착갈비""",1
857,"""【침터뷰/슈카 편】 2부 - 주식투자는 안해도 되지만 투자는 해야한다""",1
858,"""자식 이기는 부모가 있다?!""",1
859,"""슈퍼카 쇼핑""",1
860,"""【침&펄 | 식욕감퇴 먹방】 초밥 & 우동, 시력과 안경에 대하여""",1
861,"""파랜드 택틱스 | 제19화 맹세""",0
862,"""손님 접대용으로 최고의 게임""",0
863,"""【침터뷰/홍진호 편】 살아있는 2의 아이콘""",0
864,"""금연이 방송에 미치는 도르""",1
865,"""아저씨가 되면 변하는 것""",1
866,"""【침터뷰/김성모 편】 하이라이트""",0
867,"""여행 유튜버 빠니보틀 & 곽튜브 초대석""",1
868,"""최후의 승자가 진정한 승자""",1
869,"""튕겨도 이기는 마리오 파티 슈퍼스타즈""",0
870,"""침착맨 연대기 2: 지리 편""",0
871,"""침펄인물사전 | 1장 주우재 편""",1
872,"""침펄풍과 폴가이즈""",1
873,"""주사위 신에게 버림받은 침착맨의 마리오 파티""",0
874,"""【침&펄】 주호민 없는 주호민 월드컵""",0
875,"""【LOL】 주호민 vs 컴퓨터(초보)""",0
876,"""【침&펄 | 식욕감퇴 먹방】 초밥 & 우동, 시력과 안경에 대하여""",1
877,"""과학으로 본 켄타우로스 바지 입는 법""",1
878,"""실버 솔랭에서 오더라는 것을 해봄""",1
879,"""셜록현준 교수님의 '도시의 발명' 특강""",1
880,"""TRPG: 호미니아 탐험대 - 09화 홉스의 복수""",0
881,"""【침&펄】 빠지면 뭔가 서운해! 홍철 없는 홍철팀 음식 월드컵""",1
882,"""【하스스톤/모험】 달라란 침공 2화 - 주술사 베시나""",0
883,"""'유사과학' 특강 | 제2부 유사과학과 빌게이츠 사위 삼기""",1
884,"""푸드파이터의 기내식 먹방""",1
885,"""감명 깊게 본 영화와 드라마와 소설""",0
886,"""【블리즈컨 2019】 디아블로4 직접 플레이했습니다""",0
887,"""가장 모에한 강아지를 뽑아라! 강아지 월드컵""",0
888,"""'놈리건' 진격 작전 - 침펄놈의 대모험 13화""",0
889,"""몸에 좋은 담배 '배담'과 '낭심이격빤스'""",1
890,"""꼴찌가 구독권 쏘기, 처절한 풍철옥침 마리오 파티""",0
891,"""신개념 사업 구상: 가루 삼겹살""",1
892,"""한국 마술 공모전 월드컵: 뉴노멀 부문""",1
893,"""롤 내전할 사람 타세요""",0
894,"""멸종 동물(滅種動物)을 알아보자""",1
895,"""어우 듣기좋아~ 중독적인 CM송 월드컵""",1
896,"""2020 배도라지 25시간 MT | 4부 위·촉·오 팀전 노래방 (+단군의 청춘부재 Live)""",0
897,"""감정기복이 오락가락 침가락""",0
898,"""【잼잼마을 생활기】 1화 - 침착하우스 건축하기 (feat.혜요, 삼식 님)""",0
899,"""'시간의 과학' 특강 | 엔트로피나 올리는 기계""",0
900,"""【침터뷰/이석우 편】 1부 - (전)맥심 에디터 왁석우의 삶""",0
901,"""쏘영이랑 슬라임 변신놀이""",0
902,"""【다이어트 먹방】 김치 빼고 피.자.탕.수.육""",0
903,"""실제 남매가 알아본 남매 패고 싶은 순간 월드컵""",1
904,"""【옛날옛적에 - 침X펄X풍】 입 털어야 이기는 보드게임""",1
905,"""침착맨의 안녕하살법! 1분 반복""",0
906,"""더 놀라운 이왜진? 월드컵""",1
