,description,views
290,"침착맨의 동네에는 무엇이 있을까? 행당동 산책
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

재밌는 부분은 댓글로 제보해 주시면
하이라이트 영상에 반영하겠습니다. 감사합니다.

▶침투부 영상에 자막을 달고 싶으시다면? : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶2019년 4월 27일 방송분

▶편집자: 2대 침투부수호자",0
291,"【침터뷰/김성회 편】 1부 - 게임 개발자부터 G식백과까지 (침착맨 카운터)
▶침착맨의 【침터뷰 시즌2: 초대석 인터뷰】 영상 모음: https://goo.gl/pZxU4V
▶침착맨의 【침터뷰 시즌1: 전화 인터뷰】 영상 모음: https://goo.gl/Dfu2nB

재밌는 부분은 댓글로 제보해 주시면 하이라이트 영상에 반영하겠습니다. 감사합니다.

▶침투부 영상에 자막을 달고 싶으시다면? : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶2019년 7월 10일 방송분

▶편집자: 3대 침투부수호자",1
292,"파랜드 택틱스 | 제13화 뜨거운 연기의 여행
♨파랜드 택틱스: https://goo.gl/EzRzvF

2019년 3월 21일 방송분

편집자: 2대 침투부수호자",0
293,"만학도 김풍을 위한 전장 입문 강좌
▶침착맨의 【하스스톤/전장】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAByJnTvXpnI-WMc7HsQWL5x&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2019년 12월 4일 방송분",0
294,"【침착맨 vs 3대 침투부수호자】 자강두천 그림판대결
♨침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

보시다가 재밌는 부분은 댓글로 제보해 주시면 하이라이트 영상에 반영하겠습니다. 감사합니다.

침투부 인기동영상 :  http://goo.gl/i7Uqj1
침착맨 유투부 구독하기 :  http://goo.gl/wzc7Ib
침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

2019년 2월 13일 방송분

편집자: 3대 침투부수호자",0
295,"싱글벙글 60人 사이버 운동회 - 폴 가이즈
진화전 베루키의 공격과 방어 수치가 똑같아야 카포에라로 진화합니다.
(공격, 방어 수치가 서로 다르면 홍수몬, 시라소몬으로 진화)

▶포켓몬스터 소드 2화 풀버전 영상: https://www.youtube.com/watch?v=OJufA3Xd-Ug&list=PLrTC7IMrpfqI2fWU9q5Kv6O_U9g5as_cM&index=2
▶침착맨의 【포켓몬스터 소드 편집본】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZADuRk12Dt-w_bWx2rodCmO5
▶침착맨의 【포켓몬스터 소드 풀버전】 게임영상 모음: https://www.youtube.com/playlist?list=PLrTC7IMrpfqI2fWU9q5Kv6O_U9g5as_cM

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 8월 4일 방송분",1
296,"최현우 마술쇼 미등록
▶재생목록 링크 위치

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자:
▶2020년 @월 @일 방송분",0
297,"전무님이 한밤 중에 관악산을 오른 이유
⭐2021년 12월 6일 ~ 12일 침착맨 오마카세 선정 영상

▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 6월 18일 방송분

#침착맨 #주호민 #김풍",1
298,"전혀 몰라도 입문할 수 있는 침착맨 삼국지 5부(完)
▶ 포켓몬스터 레츠고! 피카츄 5화 풀버전 : https://youtu.be/W78RLbie8GI
▶ 포켓몬스터 레츠고! 피카츄 6화(完) 풀버전 : https://youtu.be/Ek6t7fHc_Gg
▶ 침착맨의 【포켓몬스터 레츠고! 피카츄】 보기: https://www.youtube.com/playlist?list=PLif_jr7pPZACenVj0HmYIOSd7flh3r1hY

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범(6호 침투부수호자)
▶2020년 7월 7일, 8일 방송분",1
299,"집에서 간단하게 한 끼 때우기
▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 2월 22일 방송분

#침착맨 #식욕감퇴먹방",0
300,"하울의 움직이는 성 (Howl's Moving Castle, 2004) 감상회 (with 심윤수)
애니메이션 '하울의 움직이는 성(2004)'를 보았습니다.

▶침착맨의 【(스포)감상회】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAC321sWV6aG28aHj_XKVhwf

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 4월 8일 방송분",1
301,"침착맨 노래방 | '여름 안에서' 외 12곡
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa
▶침착맨의 【2020 AMD 자낳대 시즌1】 참가 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABXwLCXYjKdun6Ne5wWXbRX

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 7월 20일 방송분

#침착맨 #자낳대 #재넌지원금",1
302,"【月刊 침착맨】 3월 하이라이트
▶【月刊 침착맨】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAnliJmCN528aomMoAvembU

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)

#침착맨 #하이라이트 #월간침착맨",0
303,"2020 배도라지 발전 회의
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 5월 28일 방송분

#침착맨 #배도라지",0
304,"통닭천사의 주식일지
▶침착맨의 【(스포)감상회】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAC321sWV6aG28aHj_XKVhwf

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 9월 8일 방송분

#침착맨 #영화 #내가사랑했던모든남자들에게",1
305,"침착맨 띄워서 10단 콤보 넣으러 온 슬리피와 (래퍼)차붐
슬리피(SLEEPY) - 띄워 (feat.차붐) 들으러 가기: https://www.youtube.com/watch?v=AEsNYzYs7H0

▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 24일 방송분

#침착맨 #차붐 #슬리피",0
306,"오락실의 추억
▶【쇼핑맨: 물건 사기 프로젝트】 재생목록: https://url.kr/zjDibJ

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 10월 19일 방송분

#침착맨 #자동차 #현대차",2
307,"침착맨 노래방 | 신현규, 박사준, 김기동 지인 특집 '졸업' 외 23곡
▶관련 재생목록
  •졸음퇴치 침착맨 노래방: https://youtube.com/playlist?list=PLrTC7IMrpfqIeMTyJ_pZaYk_qPtcX9Xoq

▶편집자 : 전수만 (4호 침투부수호자)
▶2019년 12월 26일, 29일, 20년 1월 3일 방송분

0:00 시작

0:10 내가 너의 곁에 잠시 살았다는 걸 - 토이 (방장)
5:18 허니 - 크라잉넛
7:36 졸업 - 전람회 (방장)
12:39 고백 - 델리스파이스
16:49 친구 - 레이지본 (방장)

20:29 일어나 - 김광석 (듀엣)
25:00 김밥 - 더 자두 (방장)
28:49 콩가 - 컨츄리꼬꼬 (방장)
32:04 너에게로 또다시 - 변진섭 (방장)
36:02 안녕 - 러블리즈 (방장)

39:45 허리케인 박 - DJ DOC 
43:05 그땐 그랬지 - 카니발
47:00 흐린 기억속의 그대 - 현진영
50:05 거위의 꿈 - 카니발 (듀엣)
55:24 말 달리자 - 크라잉넛

58:26 우리 지금 만나 - 리쌍 (듀엣)
1:02:12 그것만이 내 세상 - 전인권
1:07:21 늪 - 조관우 
1:10:00 꿈에 - 박정현

#침착맨 #침투부 #노래방",0
308,"주식인가? 도박인가? (with 단군)
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 9월 7일 방송분

#침착맨 #피카츄 #이상형월드컵",1
309,"침착맨이 좀비 세상에서 살아남는 방식 - 좀비 아포칼립스 테스트
두툼바삭가츠 강동점
-통치즈 겹겹이 돈가츠: 10,900원
-배달비: 2,000원
‐------------------------------------------------
합계: 12,900원

▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 10월 27일 방송분

#침착맨 #치즈돈까스 #먹방",1
310,"침착맨 연대기 2: 지리 편
▶【침착맨 연대기1 영상】 :https://youtu.be/fSh6Of1wSHo
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

재밌는 부분은 댓글로 제보해 주시면 하이라이트 영상에 반영하겠습니다. 감사합니다.

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner


▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 2일 방송분

#침투부 #침착맨 #침착맨연대기",0
311,"어릴 적 추억의 음식 월드컵
▶김풍 작가님 오신 날 (2020.10.16) 풀버전: https://youtu.be/9sh8RKLvMEs
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 10월 16일 방송분

#침착맨 #김풍 #장항준",1
312,"따유와 침갈량의 2차북벌 (롤 실버2 켠왕 토크모음)
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 7월 27일 방송분

#침착맨 #육중완밴드 #부산직할시",0
313,"필리핀 한달 유학기 & 불닭마요컵반, 쇠고기컵면
⭐2022년 9월 1일 ~ 9월 7일 침착맨 오마카세 선정 영상

▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 13일 방송분

#침착맨 #먹방 #필리핀",1
314,"2019 MBC 연예대상 시상 & 칭따오 광고모델 후기
▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자:장효범(6호 침투부수호자)
▶2019년 12월 29, 30일 방송분

#침착맨 #주호민 #MBC #연예대상",1
315,"명작(名作) 일본만화 월드컵 32강~결승
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 전수만 (4호 침투부수호자)
▶2020년 11월 25일 방송분

#침착맨 #명작 #만화",2
316,"TRPG: 호미니아 탐험대 - 06화 드루이드를 찾아서
출연
마스터 - 주호민
마리아 호아키나 - 김 풍
모델리아 - 임세모
먼저르 더퍼스트맨 - 옥냥이
왕 골 - 침착맨

음악
제이오,붕산

촬영 및 제작지원
샌드박스 네트워크

▶침착맨의 【TRPG: 호미니아 탐험대】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABYXmeVmhgAy6n1c8_Gi-9K

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 3월 13일 방송분

#침착맨 #TRPG #DnD",0
317,"육개장 큰사발면
▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 3월 23일 방송분

#침착맨 #먹방 #육개장",1
318,"침착맨 vs 주호민 '임세모 그리기 대결'
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 3월 16일 방송분

#침착맨 #주호민 #임세모",0
319,"【침터뷰/윤태진 편】 1부 - 나 미스 춘향이야 (with 배성재 아나운서)
▶침착맨의 【침터뷰 시즌2: 초대석 인터뷰】 영상 모음: https://goo.gl/pZxU4V
▶침착맨의 【침터뷰 시즌1: 전화 인터뷰】 영상 모음: https://goo.gl/Dfu2nB

▶침투부 영상에 자막을 달고 싶으시다면? : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶2020년 2월 19일 방송분
▶편집자 : 장효범 (6호 침투부수호자)

#침터뷰 #윤태진 #배성재",2
320,"가장 귀여운 새끼 동물 월드컵
※주의
현 영상은 주식을 체계적이고 계획적으로 접근하는 게 아니라 어떠한 근거도 없이 막무가내로 사고 파는 것이기 때문에 절대로 따라하셔서는 안됩니다.

▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 9월 11일 방송분

#침착맨 #옥냥이 #주식",0
321,"못난 놈들은 서로 얼굴만 봐도 흥겹다
▶【설명맨: 대충 설명하고 쉽게 설명하기】 모음: https://bit.ly/2NIZ4Te

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 8월 12일 방송분

#침착맨 #포켓몬 #침착맨설명회",1
322,"쏘영이랑 집에서 색깔모래 개판쳐놓기 (부제: 가족 꽁트)
▶쏘영이와 함께한 영상 모음: https://goo.gl/ik6II3

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 5월 12일 방송분

#침착맨 #쏘영이 #폼얼라이브",1
323,"최악의 술자리 인간 유형 월드컵 (with 슬리피, 래퍼 차붐)
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 전수만 (4호 침투부수호자)
▶2020년 4월 24일 방송분

#침착맨 #슬리피 #차붐",1
324,"날클립을 알고 있니 (뇌절 多)
▶【쇼핑맨: 물건 사기 프로젝트】 재생목록: https://url.kr/zjDibJ

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 11월 17일 방송분

#침착맨 #삽니다 #키보드",2
325,"페퍼로니 피자와 함께하는 영화 이야기
출연: 갓보기, 김기열, 단군, 매직박, 옥냥이, 철면수심, 침착맨, 풍월량, 통닭천사 

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 8월 28일 방송분

#침착맨 #어몽어스 #배도라지",1
326,"침착맨의 롤부심(父心)
▶침착맨의 【리그 오브 레전드】 게임영상 모음: https://goo.gl/bwRV31

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 1월 30일 방송분

#침착맨 #롤 #레오나",0
327,"침펄곤충기 - 놀라운 알람나방
▶ 배도라지 25시간 MT 4부 풀버전 : https://youtu.be/xavgCUBwG5g
▶【2020 배도라지 25시간 MT】 재생목록: https://www.youtube.com/playlist?list=PLif_jr7pPZACapOHnAWzpdpwFfManyk_c

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 7월 1일 방송분

#침착맨 #배도라지 #25시간방송",1
328,"침착맨의 1픽은? 동물의 숲 주민 월드컵 512강
▶침착맨의 【이상형 월드컵】 모음 : https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 3월 31일 방송분

#침착맨 #동물의숲 #이상형월드컵",1
329,"침착맨의 둥지에 난입한 백설양
- 본 영상은 HongKong HRG Information Technology Co. 의 지원을 받아 제작되었습니다.
- 진삼국대전 다운로드 링크 : https://go.onelink.me/KHxE/kol06 

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 7월 9일 방송분

#침착맨 #주호민 #진삼국대전2",0
330,"도발 왜 하냐고...
▶침착맨의 【리그 오브 레전드】 게임영상 모음: https://goo.gl/bwRV31

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 11월 9일 방송분

#침착맨 #리그오브레전드 #북벌",0
331,"【月刊 침착맨】 2월 하이라이트
▶【月刊 침착맨】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAnliJmCN528aomMoAvembU

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)

#침착맨 #하이라이트 #월간침착맨",0
332,"(함부로 먹지)마라떡볶이
▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 4월 7일 방송분

#침착맨 #먹방 #마라떡볶이",0
333,"따유와 침갈량의 2차북벌 (롤 실버2 켠왕 토크모음)
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 7월 27일 방송분

#침착맨 #육중완밴드 #부산직할시",0
334,"히오스 리바이벌 시즌5 이벤트전 배도라지 연습 (Coach 신정민)
▶침착맨의 【히어로즈 오브 더 스톰】 모음: https://goo.gl/bdlP0a

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 4월 22일 방송분

#침착맨 #배도라지 #히오스",0
335,"금연이 방송에 미치는 도르
맘스터치
-고기가득 리얼비프버거 세트 2개: 19,000원 (각 9,500원)
-배달비: 3,000원
‐------------------------------------------------
합계: 22,000원

▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 11월 16일 방송분

#침착맨 #리얼비프버거 #먹방",2
336,"주호민 칭따오 CF에 관련된 숨은 뒷배경 (말년만 빼고)
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 2월 10일 방송분

#침착맨 #주호민 #김성회 #칭따오",0
337,"침착맨 띄워서 10단 콤보 넣으러 온 슬리피와 (래퍼)차붐
슬리피(SLEEPY) - 띄워 (feat.차붐) 들으러 가기: https://www.youtube.com/watch?v=AEsNYzYs7H0

▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 24일 방송분

#침착맨 #차붐 #슬리피",0
338,"침착맨 노래방 | 침&펄 - 코인노래방 '환생' 외 18곡
▶관련 재생목록
  •졸음퇴치 침착맨 노래방: https://youtube.com/playlist?list=PLrTC7IMrpfqIeMTyJ_pZaYk_qPtcX9Xoq

▶편집자 : 전수만 (4호 침투부수호자)
▶2019년 12월 30일 방송분

0:00 시작
0:47 윤종신 - 환생 (펄)
5:47 버즈 - 까시(가시) (침)
9:58 이적 - Rain (펄)
15:35 김현철 - 왜 그래 (침)
20:05 김수철 - 나도야 간다 (펄)
24:30 화이트 - 네모의 꿈 (침&펄)
28:06 넥스트 - Lazenca, Save us (침&펄)
33:54 주주클럽 - Fun Fun (침) 
37:37 윈디시티 - Love Supreme (펄)
41:09 컨츄리꼬꼬 - Oh, Happy (침)
45:18 드렁큰 타이거 - Good Life (펄)
48:43 솔리드 - 천생연분 (침&펄)
52:15 CB Mass - 휘파람 (펄)
56:49 한스밴드 - 오락실 (침)
1:00:39 김광진 - 동경소녀 (펄)
1:05:46 자우림 - 하하하쏭 (침)
1:09:21 김형중 - 그랬나봐 (침&펄)
1:13:46 이적 - 그땐 미처 알지 못했지 (침&펄)
1:18:29 윤상 - 이별의 그늘 (침)

#침착맨 #주호민 #노래방",0
339,"올해는 왜 지각을 했는가?
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

재밌는 부분은 댓글로 제보해 주시면 하이라이트 영상에 반영하겠습니다. 감사합니다.

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner


▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 21일 방송분

#침투부 #침착맨 #지각설명회",1
